1,0.3393
2,0.0893
3,0.0179
4,0.0179
5,0.0179
6,0.0179
7,0.0179
8,0.0179
9,0.0893
10,0.0357
11,0.0179
12,0.0179
13,0.0179
14,0.0179
15,0.1607
16,0.0179
17,0.0179
18,0.0179
19,0.0179
20,0.0179
21,0.0179
