1,0.0000
2,0.0000
3,0.0484
4,0.0161
5,0.0323
6,0.0484
7,0.0323
8,0.0484
9,0.1452
10,0.1774
11,0.0968
12,0.3548
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.0000
18,0.0000
19,0.0000
20,0.0000
21,0.0000
