1,0.1034
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0690
14,0.0345
15,0.4138
16,0.0690
17,0.1034
18,0.0345
19,0.1034
20,0.0345
21,0.0345
