1,0.3700
2,0.1200
3,0.0100
4,0.0100
5,0.0100
6,0.0100
7,0.0100
8,0.0100
9,0.0900
10,0.0800
11,0.0100
12,0.0100
13,0.0100
14,0.0400
15,0.1500
16,0.0100
17,0.0100
18,0.0100
19,0.0100
20,0.0100
21,0.0100
